Shoulder_q1,Elbow_q2
53.610544808211905,-104.29211725782108
52.89864391726039,-103.26564699452058
52.8986436924943,-103.26564683358073
52.048948943150016,-102.46656745561185
52.048948468607946,-102.46656709179078
52.048948468607996,-102.4665670917908
52.048948468607996,-102.4665670917908
52.04118343553543,-102.45362795719785
51.99180752274345,-102.37135122053819
51.87214768706406,-102.17195802996756
51.66611905062252,-101.82864561493915
51.36854647879828,-101.33279047536399
50.983486158185826,-100.6911515707713
50.522547174555626,-99.92307350946874
50.00321309081498,-99.0576897377028
49.44716352496898,-98.13112572881921
48.878595728081336,-97.1837021724231
48.322546162235334,-96.25713816353951
47.80321207849469,-95.39175439177359
47.34227309486449,-94.62367633047103
46.957212774252035,-93.98203742587832
46.659640202427795,-93.48618228630316
46.453611565986265,-93.14286987127477
46.333951730306865,-92.94347668070414
46.28457581751489,-92.86119994404449
46.27681078444232,-92.84826080945153
46.276810784960595,-92.84826079269651
46.276810784960595,-92.84826079269651
46.563373326586,-93.49522434894504
46.848214174173485,-94.13881988233905
47.13136313983781,-94.77912113537576
47.13136313617811,-94.77912112482517
46.77495801079613,-95.26886978752164
46.408743990318044,-95.7470984930714
46.03278600643654,-96.21381303260823
46.032786023936104,-96.21381279184439
45.647151877391344,-96.6690149281282
45.25191247886605,-97.11270195739084
44.847141916625915,-97.54486841736068
44.84714193636642,-97.5448681892788
44.11499019845683,-97.6146093642172
43.37516063982185,-97.66622952223383
42.627923147652645,-97.6997224558756
41.873547224553896,-97.71508389280639
41.87354702519004,-97.71508358538229
41.1123015842837,-97.71231186271481
40.344453588976094,-97.6914067216469
39.5702686841165,-97.65237114761257
38.7900098342477,-97.5952101074831
38.79000958667824,-97.59520979701715
38.06354015365873,-97.17536053008538
37.33695549866096,-96.74398849268462
36.61028171014601,-96.30110115890066
36.61028147720562,-96.30110095771677
35.883084230618266,-95.84532752347842
35.15584044349208,-95.37803578292566
34.42855892527203,-94.8992225206809
34.42855869006545,-94.89922231043403
34.21934531075998,-94.2547207083438
34.007532167307595,-93.60689620600853
33.79310456025312,-92.95567382260714
33.79310455977464,-92.95567380283855
33.5783942682828,-92.30803465687998
33.361092318646776,-91.65691712848582
33.141179930032436,-91.00224128680284
33.14117992848422,-91.00224126597101
33.59931444391183,-90.72781160752943
34.04995591534208,-90.44150300926894
34.49299664510962,-90.1433102998798
34.49299661274842,-90.14331010966033
34.92938763123961,-89.83197777642948
35.35791949947411,-89.50867646669666
35.778489276392456,-89.17339489122395
35.77848924539747,-89.17339468596991
36.50049924494748,-89.22948657864653
37.21608832291427,-89.26777764413073
37.92505160652077,-89.28826871110444
38.627181540540064,-89.29096002582601
38.62718133229513,-89.29095969101712
39.31894924382859,-89.27596664826658
40.00353316641937,-89.24334384743925
40.680723745799234,-89.19309121265793
41.35031049076333,-89.12520806512978
41.35031031509468,-89.12520773174451
42.03224688476218,-89.45094818552158
42.71228283394055,-89.76464832356027
43.3903595484396,-90.0663191147161
43.390359375116674,-90.06631893266588
44.065789276145935,-90.35453273179611
44.739120195698455,-90.6307418686361
45.41028050783989,-90.89495146955727
45.410280342563105,-90.894951296177
45.70091505399588,-91.54959984418102
45.9897475446113,-92.20067629433457
46.276810789435814,-92.84826080486482
46.276810784960595,-92.8482607926965
46.276810784960595,-92.84826079269652
46.276810784960595,-92.84826079269652
46.279504466248646,-92.84747294434739
46.29663291517156,-92.84246321277047
46.338142778334856,-92.83032240111966
46.409613881883125,-92.80941852092037
46.51284147422808,-92.7792264976199
46.64641846877675,-92.74015787613794
46.80631768665958,-92.69339052641702
46.986474099458555,-92.64069834897303
47.179367071935346,-92.58428098044568
47.37660260475943,-92.52659349914897
47.569495577236225,-92.47017613062162
47.7496519900352,-92.41748395317764
47.90955120791802,-92.37071660345671
48.04312820246669,-92.33164798197475
48.14635579481165,-92.30145595867428
48.21782689835992,-92.28055207847498
48.259336761523215,-92.26841126682419
48.27646521044613,-92.26340153524727
48.27915889173418,-92.26261368689813
48.27914667216604,-92.26258210264702
48.2791466721635,-92.26258210264294
48.034521514243124,-91.73513638840531
47.78880575152539,-91.20533056016146
47.54197997403516,-90.67312101375748
47.294024221811824,-90.13846293217507
47.044917966123386,-89.60131024315727
46.79464008690748,-89.06161556861797
46.79464008339029,-89.06161556105947
46.24259392475052,-88.8216845409198
45.689106365428366,-88.57361032272571
45.134210910688346,-88.31738592895276
44.57793904509344,-88.05300325878204
44.020320274298975,-87.78045309428404
44.020320191325,-87.78045300169987
43.46179626610782,-87.49865163784379
42.90198989405871,-87.20868302197198
42.34092410035836,-86.91053407426995
41.778619713452876,-86.60419014646763
41.21509541342086,-86.28963501644066
41.21509532586569,-86.28963491708957
40.70748956089999,-86.36654293789233
40.19486446887156,-86.43236788646438
39.6773190603592,-86.48711240137037
39.1549520457296,-86.53077850050107
38.62786180775647,-86.56336775680454
38.09614630699345,-86.58488132306488
37.55990298469996,-86.59531995038031
37.55990290623985,-86.59531980909725
37.02111793225844,-86.59470541582449
36.47802777568498,-86.58309323610636
35.930726807950045,-86.56048300956687
35.379308410340556,-86.52687395141857
34.8238649481471,-86.48226487914572
34.26448766665059,-86.42665419371039
33.701266586563094,-86.36003985458689
33.701266493453296,-86.3600397124632
33.38849911697119,-86.68214200920039
33.07001656557734,-86.99594554767323
32.745872787831956,-87.30146738172812
32.416122360337255,-87.59872280096123
32.08082053505846,-87.88772554101872
32.080820520198856,-87.88772544195791
31.74068697476701,-88.16781411680235
31.395137942718915,-88.43970746280579
31.04423051685819,-88.7034151625596
30.6880225325455,-88.95894562756497
30.32657259480401,-89.20630617954103
30.32657257928211,-89.20630608904719
30.5008408064832,-89.74598659247297
30.673245705015727,-90.28313791383019
30.843798733163826,-90.81780726244158
31.01251058655958,-91.35004054210918
31.17939121750231,-91.87988241164709
31.344449852119116,-92.4073763325822
31.344449852000874,-92.40737632368646
31.508344356247612,-92.93466079372273
31.670418756273577,-93.45966282821696
31.830680273520958,-93.98242304692248
31.989135450203733,-94.50298101610167
32.145790161612865,-95.02137529574678
32.300649627377055,-95.5376434760077
32.3006496278893,-95.53764346793784
32.91276593087228,-96.01209950030001
33.525288963919074,-96.47877423625374
34.13823995612292,-96.9376779569258
34.75163740274892,-97.38881816293498
35.36549716557754,-97.83219979674313
35.36549704826644,-97.83219969849806
